1929,0.0,0,0,17
1929,0.0,0,1,22
1929,0.0,1,0,37
1929,0.0,1,1,23
1929,500.0,0,0,6
1929,500.0,0,1,5
1929,500.0,1,0,5
1929,500.0,1,1,2
1929,1000.0,0,0,4
1929,1000.0,0,1,1
1929,1000.0,1,0,3
1929,1000.0,1,1,1
1929,2000.0,0,0,1
1929,2000.0,0,1,4
1929,2000.0,1,0,4
1929,2000.0,1,1,1
1929,3000.0,0,0,12
1929,3000.0,0,1,5
1929,3000.0,1,0,3
1929,3000.0,1,1,3
1929,5000.0,0,0,10
1929,5000.0,0,1,2
1929,5000.0,1,0,1
1929,5000.0,1,1,1
1929,10000.0,0,0,3
1929,10000.0,0,1,5
1929,10000.0,1,0,1
1929,10000.0,1,1,1
1929,20000.0,0,0,2
1929,20000.0,0,1,4
1929,20000.0,1,1,1
1929,35000.0,0,0,1
1929,35000.0,0,1,5
1929,35000.0,1,0,1
1929,50000.0,0,0,3
1929,75000.0,0,1,3
1929,125000.0,0,1,3
1929,200000.0,0,1,2
1929,300000.0,0,0,2
1929,300000.0,1,0,1
1929,1000000.0,0,0,2
1929,1000000.0,0,1,1
1931,0.0,0,0,40
1931,0.0,0,1,36
1931,500.0,0,0,11
1931,500.0,0,1,12
1931,1000.0,0,0,11
1931,1000.0,0,1,5
1931,2000.0,0,0,6
1931,2000.0,0,1,10
1931,3000.0,0,0,14
1931,3000.0,0,1,7
1931,5000.0,0,0,11
1931,5000.0,0,1,8
1931,10000.0,0,0,10
1931,10000.0,0,1,7
1931,20000.0,0,0,2
1931,20000.0,0,1,5
1931,35000.0,0,0,2
1931,35000.0,0,1,3
1931,50000.0,0,0,2
1931,50000.0,0,1,3
1931,75000.0,0,0,1
1931,75000.0,0,1,2
1931,125000.0,0,0,1
1931,125000.0,0,1,6
1931,200000.0,0,1,2
1931,300000.0,0,0,2
1931,1000000.0,0,1,1
